trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3765,False,"{'a': 0.001, 'e': 0.023190791435208673}",20,14,13.211502418969179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3766,False,"{'a': 0.001, 'e': 0.02316761223530502}",30,13,31.604292388717717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3767,False,"{'a': 0.001, 'e': 0.023144456203015532}",30,18,21.844155143177886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3768,False,"{'a': 0.001, 'e': 0.023121323315184173}",25,14,18.949339815179307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3769,False,"{'a': 0.001, 'e': 0.02309821354867805}",25,15,18.49486290764456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3770,False,"{'a': 0.001, 'e': 0.023075126880387407}",25,15,19.13494982232547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3771,False,"{'a': 0.001, 'e': 0.02305206328722557}",25,14,22.648763108148643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3772,False,"{'a': 0.001, 'e': 0.02302902274612894}",25,15,19.441033626068922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3773,False,"{'a': 0.001, 'e': 0.023006005234056964}",30,12,20.09422743347025,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
3774,False,"{'a': 0.001, 'e': 0.02298301072799215}",30,18,21.015280350626224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3775,False,"{'a': 0.001, 'e': 0.022960039204939983}",20,13,14.754618531438974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3776,False,"{'a': 0.001, 'e': 0.02293709064192893}",20,8,19.34227132855207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3777,False,"{'a': 0.001, 'e': 0.022914165016010422}",20,11,14.623579079891808,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3778,False,"{'a': 0.001, 'e': 0.02289126230425885}",30,14,27.141033407983215,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3779,False,"{'a': 0.001, 'e': 0.022868382483771488}",20,0,17.14083326810261,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3780,False,"{'a': 0.001, 'e': 0.022845525531668517}",20,12,13.948847009054385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3781,False,"{'a': 0.001, 'e': 0.02282269142509297}",20,13,11.250480381963168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3782,False,"{'a': 0.001, 'e': 0.02279988014121076}",30,17,21.68566365164804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3783,False,"{'a': 0.001, 'e': 0.022777091657210594}",25,10,-16.162555675318625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
3784,False,"{'a': 0.001, 'e': 0.02275432595030398}",25,3,37.18634575273022,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3785,False,"{'a': 0.001, 'e': 0.022731582997725205}",30,18,22.44293354230738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3786,False,"{'a': 0.001, 'e': 0.022708862776731332}",20,14,13.09282806578093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3787,False,"{'a': 0.001, 'e': 0.022686165264602126}",20,3,16.63900459994353,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3788,False,"{'a': 0.001, 'e': 0.022663490438640077}",25,17,13.684715273933934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3789,False,"{'a': 0.001, 'e': 0.022640838276170343}",30,16,29.134745156504625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3790,False,"{'a': 0.001, 'e': 0.022618208754540785}",20,10,15.78688459386563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3791,False,"{'a': 0.001, 'e': 0.022595601851121864}",25,8,32.86426934500417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3792,False,"{'a': 0.001, 'e': 0.022573017543306678}",20,12,14.16297693176062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3793,False,"{'a': 0.001, 'e': 0.022550455808510905}",30,22,14.314993521904281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3794,False,"{'a': 0.001, 'e': 0.02252791662417283}",25,19,12.140744113563027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3795,False,"{'a': 0.001, 'e': 0.02250539996775326}",20,16,7.480306733791698,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3796,False,"{'a': 0.001, 'e': 0.02248290581673553}",20,10,22.298116397544632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3797,False,"{'a': 0.001, 'e': 0.02246043414862548}",20,12,15.241851301755762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3798,False,"{'a': 0.001, 'e': 0.02243798494095146}",25,7,29.407698784428106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3799,False,"{'a': 0.001, 'e': 0.022415558171264255}",20,9,18.00012084050492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3800,False,"{'a': 0.001, 'e': 0.022393153817137086}",20,15,7.648946511794116,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3801,False,"{'a': 0.001, 'e': 0.02237077185616559}",25,17,11.952392774037213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3802,False,"{'a': 0.001, 'e': 0.022348412265967826}",25,18,17.195549796972855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3803,False,"{'a': 0.001, 'e': 0.022326075024184187}",20,12,12.616039760297083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3804,False,"{'a': 0.001, 'e': 0.022303760108477434}",20,13,13.477392351041061,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3805,False,"{'a': 0.001, 'e': 0.02228146749653264}",25,5,23.52082731835531,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3806,False,"{'a': 0.001, 'e': 0.02225919716605721}",20,10,19.374617412218285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3807,False,"{'a': 0.001, 'e': 0.0222369490947808}",20,3,21.136474588194474,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3808,False,"{'a': 0.001, 'e': 0.022214723260455337}",20,7,22.739585289406055,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3809,False,"{'a': 0.001, 'e': 0.022192519640854974}",20,13,14.300390849100948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3810,False,"{'a': 0.001, 'e': 0.022170338213776113}",20,12,12.013183029028612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3811,False,"{'a': 0.001, 'e': 0.022148178957037315}",25,11,25.51376777464602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3812,False,"{'a': 0.001, 'e': 0.022126041848479317}",25,14,19.107112793679722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3813,False,"{'a': 0.001, 'e': 0.022103926865965004}",30,19,19.4277919285229,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3814,False,"{'a': 0.001, 'e': 0.022081833987379406}",30,22,15.917592943991199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3815,False,"{'a': 0.001, 'e': 0.022059763190629637}",25,0,40.911039891041334,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
3816,False,"{'a': 0.001, 'e': 0.022037714453644896}",25,10,26.190009402782803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3817,False,"{'a': 0.001, 'e': 0.02201568775437644}",25,7,30.259496753561617,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3818,False,"{'a': 0.001, 'e': 0.021993683070797576}",25,13,22.480155661770134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3819,False,"{'a': 0.001, 'e': 0.021971700380903618}",25,12,26.16786890332266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3820,False,"{'a': 0.001, 'e': 0.021949739662711874}",30,22,17.928009042991754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3821,False,"{'a': 0.001, 'e': 0.02192780089426161}",20,16,6.084285638721681,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3822,False,"{'a': 0.001, 'e': 0.02190588405361408}",20,15,10.948476007664073,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3823,False,"{'a': 0.001, 'e': 0.021883989118852424}",25,5,37.76583324261711,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3824,False,"{'a': 0.001, 'e': 0.021862116068081715}",20,11,-4.969400242473066,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
3825,False,"{'a': 0.001, 'e': 0.021840264879428885}",30,16,19.360291815210513,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3826,False,"{'a': 0.001, 'e': 0.021818435531042762}",30,21,15.822449465726386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3827,False,"{'a': 0.001, 'e': 0.02179662800109399}",30,17,24.685999909120376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3828,False,"{'a': 0.001, 'e': 0.021774842267775037}",20,0,24.62419804650103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3829,False,"{'a': 0.001, 'e': 0.021753078309300157}",25,18,13.493561902732342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3830,False,"{'a': 0.001, 'e': 0.021731336103905406}",20,2,31.433102605760748,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3831,False,"{'a': 0.001, 'e': 0.02170961562984857}",25,15,13.993533147427524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3832,False,"{'a': 0.001, 'e': 0.021687916865409173}",30,16,-13.206349863149626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
3833,False,"{'a': 0.001, 'e': 0.02166623978888844}",20,6,26.049269219912148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3834,False,"{'a': 0.001, 'e': 0.021644584378609312}",20,8,23.870268165618054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3835,False,"{'a': 0.001, 'e': 0.021622950612916365}",20,9,20.043863766647927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3836,False,"{'a': 0.001, 'e': 0.021601338470175833}",20,11,15.811874746566163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3837,False,"{'a': 0.001, 'e': 0.021579747928775563}",25,16,16.898950922633297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3838,False,"{'a': 0.001, 'e': 0.021558178967125027}",25,3,38.76769558703455,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3839,False,"{'a': 0.001, 'e': 0.02153663156365526}",30,13,34.11715822675544,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3840,False,"{'a': 0.001, 'e': 0.021515105696818845}",25,11,27.81863139130484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3841,False,"{'a': 0.001, 'e': 0.021493601345089923}",20,3,29.899479739422702,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3842,False,"{'a': 0.001, 'e': 0.021472118486964127}",25,10,29.785261033206595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3843,False,"{'a': 0.001, 'e': 0.021450657100958614}",35,17,32.35102391841736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3844,False,"{'a': 0.001, 'e': 0.021429217165611993}",25,14,19.917047738569863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3845,False,"{'a': 0.001, 'e': 0.021407798659484324}",20,6,12.465990563238158,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3846,False,"{'a': 0.001, 'e': 0.02138640156115709}",20,8,20.71892919583542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3847,False,"{'a': 0.001, 'e': 0.021365025849233204}",30,19,20.72931559266048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3848,False,"{'a': 0.001, 'e': 0.02134367150233695}",20,11,8.392925427374307,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
3849,False,"{'a': 0.001, 'e': 0.02132233849911398}",25,13,20.0143344726537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3850,False,"{'a': 0.001, 'e': 0.02130102681823127}",20,3,24.238051185220474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3851,False,"{'a': 0.001, 'e': 0.02127973643837717}",35,23,24.189773773081566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3852,False,"{'a': 0.001, 'e': 0.021258467338261276}",25,19,11.009084226935435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3853,False,"{'a': 0.001, 'e': 0.021237219496614494}",20,0,27.78593965584761,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3854,False,"{'a': 0.001, 'e': 0.021215992892188968}",25,16,14.846030406953728,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3855,False,"{'a': 0.001, 'e': 0.02119478750375811}",20,9,22.00917652039111,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3856,False,"{'a': 0.001, 'e': 0.02117360331011653}",25,15,14.707212169416426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3857,False,"{'a': 0.001, 'e': 0.021152440290080017}",30,4,39.62004992457197,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
3858,False,"{'a': 0.001, 'e': 0.02113129842248555}",20,8,23.240810700115155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3859,False,"{'a': 0.001, 'e': 0.021110177686191275}",30,0,42.6502717631207,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
3860,False,"{'a': 0.001, 'e': 0.021089078060076445}",25,15,18.27325023780016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3861,False,"{'a': 0.001, 'e': 0.021067999523041434}",20,16,7.391503601532595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3862,False,"{'a': 0.001, 'e': 0.02104694205400769}",20,10,6.3219221701900565,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3863,False,"{'a': 0.001, 'e': 0.021025905631917766}",25,13,21.709978918413444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3864,False,"{'a': 0.001, 'e': 0.021004890235735225}",35,28,14.809262500002228,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3865,False,"{'a': 0.001, 'e': 0.02098389584444467}",30,10,38.83845874442054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3866,False,"{'a': 0.001, 'e': 0.0209629224370517}",20,8,19.131393571251518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3867,False,"{'a': 0.001, 'e': 0.02094196999258292}",35,21,29.71855878679296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3868,False,"{'a': 0.001, 'e': 0.020921038490085878}",25,6,9.922612509163635,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
3869,False,"{'a': 0.001, 'e': 0.020900127908629072}",25,13,19.891518102388783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3870,False,"{'a': 0.001, 'e': 0.020879238227301908}",20,14,11.482119136981556,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3871,False,"{'a': 0.001, 'e': 0.020858369425214716}",20,12,16.733429909507024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3872,False,"{'a': 0.001, 'e': 0.020837521481498693}",30,17,19.511643448299814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3873,False,"{'a': 0.001, 'e': 0.020816694375305884}",25,15,19.77355824792202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3874,False,"{'a': 0.001, 'e': 0.020795888085809178}",20,0,30.66746043493064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3875,False,"{'a': 0.001, 'e': 0.020775102592202298}",20,3,20.298965714830135,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3876,False,"{'a': 0.001, 'e': 0.020754337873699742}",25,6,32.946382587038734,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3877,False,"{'a': 0.001, 'e': 0.02073359390953679}",35,17,29.825824332631775,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3878,False,"{'a': 0.001, 'e': 0.020712870678969465}",20,16,7.067806966226215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3879,False,"{'a': 0.001, 'e': 0.020692168161274557}",20,6,16.393870221645003,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3880,False,"{'a': 0.001, 'e': 0.02067148633574953}",20,2,28.23200561489538,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3881,False,"{'a': 0.001, 'e': 0.020650825181712566}",20,16,9.850156364914584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3882,False,"{'a': 0.001, 'e': 0.020630184678502493}",20,14,10.203786112327961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3883,False,"{'a': 0.001, 'e': 0.020609564805478826}",25,17,15.939437894778541,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3884,False,"{'a': 0.001, 'e': 0.020588965542021685}",20,13,14.811613003454463,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3885,False,"{'a': 0.001, 'e': 0.0205683868675318}",20,13,16.720189396359448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3886,False,"{'a': 0.001, 'e': 0.02054782876143049}",25,10,22.471172108179353,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3887,False,"{'a': 0.001, 'e': 0.02052729120315966}",20,11,13.363744951098422,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3888,False,"{'a': 0.001, 'e': 0.020506774172181743}",20,9,23.250584701667446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3889,False,"{'a': 0.001, 'e': 0.020486277647979705}",20,12,14.610074458097378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3890,False,"{'a': 0.001, 'e': 0.020465801610057018}",20,10,17.55315490966849,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3891,False,"{'a': 0.001, 'e': 0.020445346037937653}",20,0,-10.223923603401246,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
3892,False,"{'a': 0.001, 'e': 0.020424910911166032}",25,6,-10.409627995456933,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
3893,False,"{'a': 0.001, 'e': 0.02040449620930702}",25,5,38.09436768692733,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3894,False,"{'a': 0.001, 'e': 0.020384101911945913}",20,13,13.509167271843824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3895,False,"{'a': 0.001, 'e': 0.020363727998688425}",25,9,24.59122707028389,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3896,False,"{'a': 0.001, 'e': 0.020343374449160633}",25,8,31.110431197099242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3897,False,"{'a': 0.001, 'e': 0.020323041243008984}",30,20,20.735424355061006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3898,False,"{'a': 0.001, 'e': 0.02030272835990026}",20,11,18.027821540357532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3899,False,"{'a': 0.001, 'e': 0.0202824357795216}",20,16,8.652048169848186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3900,False,"{'a': 0.001, 'e': 0.02026216348158041}",20,10,14.136482200434397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3901,False,"{'a': 0.001, 'e': 0.02024191144580439}",25,11,9.725574660551569,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3902,False,"{'a': 0.001, 'e': 0.020221679651941493}",25,8,32.88807159411007,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3903,False,"{'a': 0.001, 'e': 0.020201468079759942}",25,16,14.687480682008754,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3904,False,"{'a': 0.001, 'e': 0.020181276709048155}",30,15,28.56493690084878,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3905,False,"{'a': 0.001, 'e': 0.02016110551961476}",20,11,17.316209736324694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3906,False,"{'a': 0.001, 'e': 0.02014095449128855}",25,16,18.271656692429293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3907,False,"{'a': 0.001, 'e': 0.020120823603918526}",30,11,19.549476569417234,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
3908,False,"{'a': 0.001, 'e': 0.020100712837373778}",20,12,17.32103869086861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3909,False,"{'a': 0.001, 'e': 0.020080622171543543}",20,9,21.251359825697406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3910,False,"{'a': 0.001, 'e': 0.020060551586337145}",25,15,-26.209868233291946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
3911,False,"{'a': 0.001, 'e': 0.020040501061684014}",20,12,13.806467973161409,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3912,False,"{'a': 0.001, 'e': 0.020020470577533613}",30,12,30.038726229464388,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3913,False,"{'a': 0.001, 'e': 0.02000046011385546}",20,14,12.441496157433646,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3914,False,"{'a': 0.001, 'e': 0.019980469650639078}",25,16,19.006979223845754,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3915,False,"{'a': 0.001, 'e': 0.01996049916789402}",20,13,12.92094338078845,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3916,False,"{'a': 0.001, 'e': 0.019940548645649796}",20,4,25.597517579859097,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3917,False,"{'a': 0.001, 'e': 0.019920618063955876}",20,14,8.796562376288515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3918,False,"{'a': 0.001, 'e': 0.019900707402881673}",30,21,18.72948525469124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3919,False,"{'a': 0.001, 'e': 0.01988081664251654}",20,16,6.851610090169286,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3920,False,"{'a': 0.001, 'e': 0.019860945762969703}",30,21,15.722111050145697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3921,False,"{'a': 0.001, 'e': 0.019841094744370288}",30,10,37.135625579181784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3922,False,"{'a': 0.001, 'e': 0.01982126356686726}",20,14,10.849847277451913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3923,False,"{'a': 0.001, 'e': 0.019801452210629462}",30,14,29.573552239953365,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3924,False,"{'a': 0.001, 'e': 0.019781660655845523}",20,13,13.5670449502224,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3925,False,"{'a': 0.001, 'e': 0.019761888882723885}",25,17,17.415936502282896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3926,False,"{'a': 0.001, 'e': 0.019742136871492774}",25,1,38.52663298545296,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3927,False,"{'a': 0.001, 'e': 0.019722404602400184}",25,13,21.96072891660615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3928,False,"{'a': 0.001, 'e': 0.01970269205571384}",30,23,14.114250214416202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3929,False,"{'a': 0.001, 'e': 0.019682999211721196}",25,14,18.58028460800483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3930,False,"{'a': 0.001, 'e': 0.019663326050729395}",35,13,37.97589621219249,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3931,False,"{'a': 0.001, 'e': 0.019643672553065292}",20,5,24.496175203307004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3932,False,"{'a': 0.001, 'e': 0.019624038699075377}",25,17,13.86627851167911,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3933,False,"{'a': 0.001, 'e': 0.0196044244691258}",20,0,32.522809747789154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3934,False,"{'a': 0.001, 'e': 0.019584829843602315}",20,9,22.931466062912556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3935,False,"{'a': 0.001, 'e': 0.019565254802910312}",20,8,18.59904881745375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3936,False,"{'a': 0.001, 'e': 0.019545699327474745}",20,9,19.629998840546236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3937,False,"{'a': 0.001, 'e': 0.019526163397740135}",20,5,23.01073809796646,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.001, 'e': 0.01950664699417054}",20,12,15.963861600868261,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.001, 'e': 0.01948715009724957}",20,0,30.01425497784833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3940,False,"{'a': 0.001, 'e': 0.019467672687480328}",30,17,10.951583997604441,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3941,False,"{'a': 0.001, 'e': 0.01944821474538539}",20,14,13.085754772611477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3942,False,"{'a': 0.001, 'e': 0.019428776251506814}",20,9,21.011605497754143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.001, 'e': 0.019409357186406115}",20,11,5.850584946849059,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3944,False,"{'a': 0.001, 'e': 0.01938995753066422}",20,3,30.641734417254142,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.001, 'e': 0.01937057726488147}",20,7,8.937468712337596,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3946,False,"{'a': 0.001, 'e': 0.01935121636967759}",20,15,9.235047977186095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3947,False,"{'a': 0.001, 'e': 0.019331874825691705}",35,25,15.270179676843645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
